 404.3 0.972 0.875 0.87 0.774 0.788
 406 0.973 0.877 0.871 0.774 0.788
 407.8 0.974 0.878 0.872 0.775 0.788
 409.6 0.975 0.879 0.872 0.775 0.789
 411.3 0.976 0.88 0.873 0.776 0.789
 413.1 0.976 0.881 0.873 0.776 0.789
 414.9 0.977 0.881 0.875 0.777 0.789
 416.6 0.977 0.882 0.875 0.777 0.789
 418.4 0.978 0.882 0.876 0.777 0.789
 420.1 0.978 0.883 0.876 0.777 0.789
 421.9 0.979 0.884 0.877 0.776 0.789
 423.6 0.98 0.884 0.877 0.776 0.789
 425.4 0.981 0.885 0.878 0.775 0.789
 427.1 0.981 0.886 0.878 0.775 0.789
 428.9 0.982 0.887 0.879 0.775 0.789
 430.6 0.983 0.887 0.879 0.774 0.789
 432.4 0.984 0.888 0.879 0.774 0.789
 434.1 0.985 0.889 0.879 0.773 0.789
 435.9 0.985 0.89 0.88 0.773 0.79
 437.6 0.986 0.89 0.88 0.773 0.79
 439.4 0.986 0.891 0.88 0.773 0.79
 441.1 0.987 0.891 0.881 0.773 0.79
 442.9 0.988 0.892 0.881 0.773 0.79
 444.6 0.988 0.892 0.881 0.773 0.79
 446.4 0.989 0.893 0.881 0.774 0.789
 448.1 0.989 0.894 0.881 0.774 0.789
 449.8 0.989 0.894 0.881 0.774 0.789
 451.6 0.99 0.895 0.881 0.774 0.789
 453.3 0.99 0.895 0.881 0.774 0.789
 455 0.99 0.896 0.882 0.774 0.788
 456.8 0.99 0.897 0.882 0.775 0.788
 458.5 0.99 0.897 0.882 0.775 0.788
 460.2 0.991 0.898 0.882 0.774 0.788
 462 0.991 0.899 0.882 0.774 0.788
 463.7 0.992 0.899 0.882 0.774 0.788
 465.4 0.992 0.9 0.883 0.773 0.788
 467.1 0.993 0.9 0.883 0.773 0.787
 468.9 0.993 0.901 0.883 0.773 0.788
 470.6 0.993 0.901 0.883 0.772 0.788
 472.3 0.994 0.902 0.883 0.772 0.788
 474 0.994 0.902 0.883 0.772 0.788
 475.8 0.994 0.902 0.884 0.772 0.788
 477.5 0.994 0.903 0.884 0.772 0.788
 479.2 0.995 0.903 0.884 0.772 0.788
 480.9 0.995 0.904 0.883 0.771 0.788
 482.6 0.995 0.904 0.883 0.771 0.789
 484.4 0.996 0.905 0.884 0.771 0.789
 486.1 0.996 0.905 0.883 0.771 0.788
 487.8 0.996 0.905 0.883 0.771 0.788
 489.5 0.996 0.906 0.883 0.771 0.788
 491.2 0.996 0.906 0.883 0.771 0.788
 492.9 0.996 0.906 0.883 0.771 0.788
 494.6 0.996 0.907 0.883 0.771 0.788
 496.3 0.996 0.908 0.883 0.771 0.788
 498 0.996 0.908 0.883 0.771 0.788
 499.8 0.996 0.909 0.883 0.771 0.788
 501.5 0.996 0.909 0.882 0.771 0.788
 503.2 0.996 0.911 0.883 0.771 0.788
 504.9 0.996 0.912 0.882 0.771 0.788
 506.6 0.996 0.912 0.883 0.771 0.788
 508.3 0.996 0.913 0.882 0.772 0.788
 510 0.996 0.913 0.882 0.772 0.788
 511.7 0.996 0.913 0.882 0.771 0.787
 513.3 0.996 0.913 0.883 0.771 0.787
 515 0.996 0.914 0.883 0.77 0.786
 516.8 0.996 0.914 0.883 0.77 0.786
 518.4 0.996 0.913 0.883 0.769 0.785
 520.1 0.996 0.913 0.883 0.769 0.784
 521.8 0.997 0.914 0.883 0.768 0.784
 523.5 0.996 0.914 0.882 0.767 0.784
 525.2 0.996 0.914 0.882 0.767 0.783
 526.9 0.996 0.914 0.882 0.767 0.783
 528.6 0.996 0.914 0.882 0.767 0.783
 530.3 0.996 0.914 0.881 0.767 0.782
 532 0.996 0.915 0.881 0.766 0.782
 533.6 0.996 0.915 0.881 0.766 0.782
 535.3 0.996 0.915 0.881 0.766 0.782
 537 0.995 0.916 0.881 0.766 0.782
 538.7 0.995 0.916 0.881 0.766 0.782
 540.4 0.995 0.917 0.881 0.765 0.782
 542 0.995 0.917 0.881 0.765 0.782
 543.7 0.995 0.917 0.881 0.765 0.782
 545.4 0.995 0.917 0.882 0.765 0.782
 547.1 0.995 0.917 0.882 0.765 0.782
 548.7 0.994 0.917 0.882 0.764 0.782
 550.4 0.994 0.917 0.882 0.764 0.782
 552.1 0.993 0.917 0.882 0.764 0.782
 553.8 0.993 0.918 0.882 0.764 0.782
 555.4 0.993 0.918 0.882 0.764 0.782
 557.1 0.992 0.918 0.882 0.763 0.782
 558.8 0.992 0.918 0.882 0.763 0.781
 560.4 0.992 0.918 0.882 0.763 0.781
 562.1 0.991 0.919 0.882 0.762 0.782
 563.8 0.991 0.919 0.881 0.762 0.781
 565.4 0.991 0.919 0.881 0.762 0.781
 567.1 0.991 0.919 0.881 0.761 0.78
 568.8 0.991 0.92 0.882 0.761 0.78
 570.4 0.99 0.919 0.882 0.761 0.779
 572.1 0.99 0.92 0.881 0.76 0.779
 573.7 0.99 0.92 0.88 0.76 0.779
 575.4 0.989 0.92 0.88 0.76 0.778
 577 0.989 0.92 0.88 0.759 0.778
 578.7 0.988 0.92 0.88 0.759 0.778
 580.3 0.988 0.92 0.88 0.758 0.778
 582 0.988 0.921 0.88 0.758 0.777
 583.7 0.987 0.921 0.88 0.758 0.777
 585.3 0.986 0.921 0.88 0.757 0.777
 587 0.986 0.921 0.88 0.757 0.777
 588.6 0.985 0.921 0.88 0.757 0.777
 590.3 0.984 0.921 0.881 0.756 0.777
 591.9 0.984 0.922 0.881 0.756 0.776
 593.5 0.983 0.922 0.881 0.755 0.776
 595.2 0.982 0.922 0.881 0.755 0.775
 596.8 0.981 0.921 0.881 0.754 0.774
 598.5 0.981 0.921 0.881 0.753 0.774
 600.1 0.98 0.921 0.88 0.753 0.773
 601.8 0.979 0.922 0.88 0.752 0.772
 603.4 0.979 0.921 0.879 0.752 0.771
 605 0.979 0.921 0.879 0.751 0.77
 606.7 0.978 0.92 0.878 0.751 0.769
 608.3 0.977 0.92 0.877 0.751 0.768
 610 0.977 0.92 0.876 0.75 0.768
 611.6 0.976 0.92 0.876 0.75 0.767
 613.2 0.976 0.92 0.875 0.749 0.767
 614.9 0.975 0.92 0.875 0.749 0.766
 616.5 0.974 0.919 0.875 0.748 0.766
 618.1 0.973 0.919 0.874 0.747 0.766
 619.8 0.973 0.919 0.875 0.747 0.765
 621.4 0.972 0.919 0.874 0.746 0.765
 623 0.971 0.918 0.874 0.745 0.764
 624.6 0.97 0.918 0.874 0.744 0.764
 626.3 0.969 0.918 0.874 0.744 0.763
 627.9 0.969 0.917 0.874 0.743 0.763
 629.5 0.968 0.916 0.874 0.742 0.762
 631.1 0.967 0.916 0.874 0.742 0.762
 632.8 0.966 0.916 0.874 0.741 0.761
 634.4 0.965 0.916 0.874 0.74 0.761
 636 0.965 0.915 0.874 0.74 0.76
 637.6 0.964 0.915 0.874 0.739 0.76
 639.2 0.963 0.914 0.873 0.739 0.759
 640.8 0.962 0.914 0.873 0.738 0.759
 642.5 0.961 0.914 0.873 0.738 0.758
 644.1 0.96 0.914 0.872 0.737 0.758
 645.7 0.959 0.914 0.872 0.736 0.758
 647.3 0.958 0.914 0.872 0.736 0.757
 648.9 0.957 0.914 0.872 0.735 0.757
 650.5 0.957 0.913 0.871 0.734 0.757
 652.1 0.956 0.913 0.871 0.734 0.756
 653.8 0.955 0.912 0.871 0.733 0.756
 655.4 0.954 0.912 0.871 0.732 0.755
 657 0.954 0.912 0.871 0.731 0.755
 658.6 0.953 0.912 0.871 0.731 0.754
 660.2 0.952 0.911 0.871 0.73 0.754
 661.8 0.952 0.911 0.87 0.729 0.754
 663.4 0.951 0.911 0.87 0.729 0.753
 665 0.95 0.911 0.87 0.728 0.753
 666.6 0.95 0.911 0.87 0.728 0.753
 668.2 0.949 0.911 0.869 0.727 0.752
 669.8 0.948 0.91 0.869 0.727 0.752
 671.4 0.947 0.91 0.868 0.727 0.752
 673 0.946 0.91 0.868 0.726 0.752
 674.6 0.945 0.91 0.868 0.726 0.751
 676.2 0.945 0.91 0.868 0.726 0.75
 677.8 0.943 0.909 0.867 0.725 0.75
 679.4 0.943 0.909 0.867 0.725 0.75
 681 0.942 0.909 0.867 0.725 0.749
 682.5 0.942 0.909 0.867 0.724 0.749
 684.1 0.942 0.909 0.866 0.723 0.748
 685.7 0.941 0.908 0.866 0.722 0.747
 687.3 0.941 0.908 0.866 0.721 0.747
 688.9 0.941 0.908 0.865 0.721 0.746
 690.5 0.94 0.907 0.865 0.72 0.746
 692.1 0.94 0.907 0.865 0.719 0.745
 693.7 0.939 0.907 0.864 0.718 0.745
 695.2 0.938 0.907 0.864 0.718 0.744
 696.8 0.937 0.907 0.864 0.717 0.744
 698.4 0.936 0.907 0.864 0.716 0.743
 700 0.935 0.906 0.864 0.716 0.742
 701.6 0.934 0.906 0.863 0.716 0.741
 703.2 0.932 0.906 0.863 0.715 0.741
 704.7 0.931 0.905 0.862 0.715 0.74
 706.3 0.93 0.905 0.862 0.714 0.739
 707.9 0.929 0.904 0.861 0.713 0.739
 709.5 0.928 0.903 0.861 0.712 0.738
 711 0.926 0.903 0.861 0.711 0.738
 712.6 0.925 0.903 0.861 0.711 0.737
 714.2 0.924 0.903 0.86 0.71 0.736
 715.8 0.922 0.903 0.86 0.709 0.735
 717.3 0.921 0.902 0.86 0.708 0.734
 718.9 0.92 0.902 0.86 0.708 0.733
 720.5 0.918 0.902 0.859 0.707 0.732
 722 0.917 0.902 0.859 0.706 0.731
 723.6 0.916 0.902 0.859 0.705 0.73
 725.2 0.914 0.901 0.858 0.705 0.729
 726.7 0.913 0.901 0.858 0.704 0.728
 728.3 0.912 0.9 0.858 0.703 0.728
 729.9 0.911 0.9 0.858 0.702 0.727
 731.4 0.909 0.9 0.858 0.702 0.725
 733 0.908 0.9 0.858 0.701 0.725
 734.5 0.907 0.9 0.857 0.7 0.724
 736.1 0.906 0.899 0.858 0.7 0.723
 737.7 0.904 0.899 0.857 0.699 0.722
 739.2 0.903 0.899 0.857 0.699 0.721
 740.8 0.902 0.899 0.857 0.698 0.72
 742.3 0.901 0.899 0.857 0.697 0.719
 743.9 0.899 0.898 0.857 0.697 0.718
 745.4 0.898 0.898 0.856 0.696 0.717
 747 0.897 0.898 0.856 0.695 0.716
 748.5 0.896 0.898 0.856 0.694 0.715
 750.1 0.895 0.897 0.855 0.693 0.711
 751.7 0.893 0.897 0.855 0.692 0.707
 753.2 0.893 0.899 0.855 0.691 0.704
 754.8 0.893 0.9 0.854 0.69 0.704
 756.3 0.892 0.901 0.853 0.689 0.705
 757.8 0.89 0.9 0.852 0.688 0.705
 759.4 0.888 0.899 0.851 0.686 0.704
 760.9 0.886 0.896 0.85 0.684 0.703
 762.5 0.884 0.895 0.849 0.681 0.702
 764 0.882 0.893 0.847 0.679 0.703
 765.6 0.879 0.892 0.846 0.677 0.703
 767.1 0.876 0.888 0.845 0.675 0.703
 768.7 0.872 0.885 0.844 0.673 0.701
 770.2 0.868 0.883 0.843 0.67 0.697
 771.7 0.866 0.882 0.843 0.668 0.694
 773.3 0.864 0.881 0.843 0.667 0.692
 774.8 0.862 0.881 0.842 0.666 0.689
 776.3 0.86 0.881 0.842 0.665 0.688
 777.9 0.858 0.88 0.841 0.663 0.686
 779.4 0.856 0.879 0.84 0.662 0.685
 781 0.854 0.878 0.839 0.66 0.684
 782.5 0.853 0.877 0.838 0.659 0.683
 784 0.852 0.876 0.837 0.657 0.681
 785.5 0.85 0.875 0.836 0.656 0.68
 787.1 0.849 0.874 0.836 0.655 0.679
 788.6 0.847 0.874 0.835 0.653 0.678
 790.1 0.846 0.873 0.834 0.652 0.677
 791.7 0.845 0.873 0.833 0.651 0.677
 793.2 0.843 0.872 0.833 0.65 0.676
 794.7 0.842 0.872 0.833 0.649 0.675
 796.3 0.841 0.872 0.832 0.649 0.675
 797.8 0.84 0.871 0.832 0.648 0.674
 799.3 0.839 0.87 0.832 0.647 0.674
 800.8 0.839 0.87 0.832 0.646 0.674
 802.3 0.839 0.87 0.832 0.646 0.673
 803.9 0.838 0.87 0.832 0.645 0.673
 805.4 0.839 0.87 0.832 0.645 0.672
 806.9 0.839 0.869 0.831 0.645 0.672
 808.4 0.839 0.869 0.831 0.645 0.672
 809.9 0.84 0.869 0.831 0.644 0.672
 811.5 0.84 0.869 0.83 0.644 0.672
 813 0.84 0.869 0.831 0.644 0.672
 814.5 0.84 0.87 0.831 0.644 0.672
 816 0.84 0.87 0.831 0.645 0.673
 817.5 0.841 0.87 0.831 0.645 0.673
 819 0.841 0.87 0.831 0.645 0.674
 820.5 0.841 0.87 0.831 0.645 0.675
 822 0.84 0.87 0.831 0.645 0.675
 823.6 0.84 0.871 0.831 0.645 0.675
 825.1 0.839 0.871 0.831 0.645 0.675
 826.6 0.839 0.87 0.831 0.645 0.675
 828.1 0.839 0.87 0.831 0.645 0.675
 829.6 0.839 0.87 0.831 0.645 0.675
 831.1 0.838 0.87 0.831 0.645 0.675
 832.6 0.838 0.87 0.831 0.645 0.674
 834.1 0.838 0.871 0.831 0.645 0.674
 835.6 0.837 0.87 0.831 0.645 0.674
 837.1 0.837 0.87 0.831 0.645 0.673
 838.6 0.836 0.87 0.831 0.645 0.672
 840.1 0.836 0.87 0.83 0.645 0.671
 841.6 0.834 0.871 0.83 0.644 0.67
 843.1 0.833 0.87 0.83 0.643 0.669
 844.6 0.832 0.87 0.829 0.643 0.668
 846.1 0.83 0.869 0.829 0.642 0.666
 847.6 0.828 0.869 0.828 0.641 0.665
 849.1 0.827 0.869 0.827 0.64 0.664
 850.6 0.825 0.869 0.826 0.639 0.663
 852.1 0.823 0.869 0.826 0.638 0.662
 853.6 0.821 0.868 0.825 0.636 0.661
 855.1 0.819 0.867 0.824 0.635 0.659
 856.6 0.817 0.866 0.823 0.633 0.658
 858.1 0.815 0.865 0.822 0.631 0.656
 859.6 0.813 0.865 0.821 0.63 0.655
 861 0.811 0.864 0.821 0.628 0.653
 862.5 0.809 0.862 0.819 0.626 0.651
 864 0.807 0.86 0.819 0.625 0.649
 865.5 0.804 0.859 0.818 0.623 0.647
 867 0.802 0.857 0.817 0.621 0.645
 868.5 0.799 0.855 0.815 0.619 0.643
 870 0.797 0.854 0.814 0.618 0.641
 871.5 0.794 0.852 0.813 0.616 0.639
 872.9 0.791 0.851 0.811 0.614 0.637
 874.4 0.788 0.849 0.81 0.612 0.634
 875.9 0.785 0.847 0.808 0.61 0.632
 877.4 0.782 0.846 0.807 0.607 0.629
 878.9 0.779 0.844 0.805 0.605 0.627
 880.3 0.776 0.842 0.803 0.603 0.625
 881.8 0.774 0.841 0.802 0.6 0.623
 883.3 0.771 0.839 0.801 0.598 0.621
 884.8 0.769 0.838 0.799 0.596 0.619
 886.3 0.766 0.836 0.797 0.594 0.617
 887.7 0.764 0.835 0.795 0.593 0.615
 889.2 0.762 0.833 0.794 0.591 0.613
 890.7 0.76 0.832 0.793 0.589 0.61
 892.2 0.758 0.831 0.793 0.587 0.609
 893.6 0.756 0.83 0.792 0.585 0.607
 895.1 0.754 0.829 0.791 0.583 0.606
 896.6 0.752 0.828 0.79 0.582 0.605
 898 0.75 0.827 0.789 0.58 0.604
 899.5 0.749 0.826 0.788 0.579 0.603
 901 0.748 0.824 0.788 0.578 0.602
 902.5 0.747 0.823 0.787 0.577 0.602
 903.9 0.746 0.822 0.787 0.576 0.601
 905.4 0.745 0.821 0.786 0.576 0.601
 906.8 0.744 0.821 0.785 0.575 0.6
 908.3 0.744 0.82 0.785 0.575 0.599
 909.8 0.743 0.819 0.784 0.574 0.599
 911.2 0.742 0.819 0.784 0.574 0.599
 912.7 0.742 0.818 0.784 0.573 0.599
 914.2 0.741 0.818 0.784 0.573 0.598
 915.6 0.741 0.819 0.783 0.573 0.598
 917.1 0.74 0.819 0.783 0.572 0.597
 918.5 0.74 0.818 0.783 0.572 0.596
 920 0.739 0.818 0.784 0.572 0.595
 921.5 0.738 0.818 0.784 0.572 0.593
 922.9 0.736 0.818 0.784 0.571 0.591
 924.4 0.735 0.818 0.784 0.571 0.588
 925.8 0.734 0.818 0.784 0.571 0.586
 927.3 0.732 0.818 0.783 0.57 0.586
 928.7 0.731 0.818 0.783 0.57 0.585
 930.2 0.729 0.817 0.782 0.569 0.585
 931.7 0.728 0.817 0.78 0.569 0.585
 933.1 0.727 0.816 0.78 0.568 0.584
 934.5 0.725 0.815 0.779 0.567 0.584
 936 0.723 0.815 0.778 0.567 0.583
 937.5 0.721 0.815 0.777 0.566 0.583
 938.9 0.719 0.814 0.777 0.565 0.583
 940.3 0.717 0.813 0.776 0.564 0.581
 941.8 0.716 0.812 0.776 0.563 0.578
 943.2 0.713 0.811 0.775 0.563 0.575
 944.7 0.711 0.811 0.775 0.562 0.572
 946.1 0.707 0.811 0.774 0.561 0.571
 947.6 0.705 0.81 0.773 0.559 0.569
 949 0.702 0.809 0.772 0.558 0.567
 950.5 0.699 0.807 0.771 0.556 0.565
 951.9 0.696 0.806 0.77 0.555 0.562
 953.3 0.693 0.805 0.769 0.554 0.56
 954.8 0.69 0.804 0.768 0.552 0.558
 956.2 0.687 0.802 0.767 0.55 0.556
 957.7 0.685 0.801 0.766 0.548 0.553
 959.1 0.681 0.799 0.765 0.546 0.552
 960.5 0.679 0.798 0.763 0.544 0.55
 962 0.676 0.796 0.762 0.542 0.547
 963.4 0.673 0.794 0.76 0.54 0.544
 964.9 0.67 0.792 0.758 0.538 0.541
 966.3 0.667 0.79 0.756 0.535 0.537
 967.7 0.663 0.788 0.754 0.532 0.534
 969.2 0.66 0.786 0.752 0.529 0.531
 970.6 0.656 0.783 0.749 0.526 0.528
 972 0.653 0.781 0.747 0.523 0.524
 973.5 0.649 0.778 0.744 0.519 0.52
 974.9 0.645 0.775 0.741 0.516 0.517
 976.3 0.642 0.772 0.738 0.512 0.514
 977.8 0.638 0.77 0.736 0.508 0.511
 979.2 0.635 0.767 0.733 0.504 0.509
 980.6 0.631 0.764 0.73 0.501 0.505
 982 0.628 0.761 0.727 0.497 0.502
 983.5 0.624 0.758 0.724 0.494 0.499
 984.9 0.621 0.755 0.721 0.49 0.496
 986.3 0.618 0.752 0.719 0.487 0.493
 987.8 0.615 0.748 0.716 0.483 0.49
 989.2 0.611 0.745 0.713 0.48 0.486
 990.6 0.608 0.742 0.71 0.477 0.483
 992 0.604 0.739 0.707 0.473 0.481
 993.5 0.601 0.736 0.705 0.47 0.478
 994.9 0.598 0.733 0.702 0.466 0.475
 996.3 0.595 0.73 0.699 0.463 0.473
 997.7 0.592 0.728 0.697 0.46 0.47
 999.1 0.589 0.725 0.694 0.456 0.467
 1000.5 0.586 0.722 0.691 0.453 0.465
 1002 0.583 0.72 0.689 0.45 0.462
 1003.4 0.58 0.717 0.687 0.447 0.46
 1004.8 0.578 0.714 0.684 0.445 0.458
 1006.2 0.575 0.712 0.682 0.442 0.456
 1007.6 0.573 0.709 0.679 0.439 0.453
 1009 0.57 0.707 0.677 0.437 0.451
 1010.5 0.568 0.704 0.675 0.434 0.449
 1011.9 0.566 0.702 0.673 0.431 0.448
 1013.3 0.564 0.7 0.671 0.429 0.446
 1014.7 0.562 0.698 0.669 0.427 0.444
 1016.1 0.56 0.696 0.668 0.425 0.443
 1017.5 0.558 0.694 0.667 0.423 0.441
 1018.9 0.557 0.693 0.665 0.421 0.44
 1020.3 0.555 0.691 0.664 0.419 0.439
 1021.8 0.554 0.689 0.662 0.417 0.438
 1023.2 0.553 0.688 0.661 0.416 0.438
 1024.6 0.552 0.687 0.66 0.414 0.437
 1026 0.551 0.685 0.659 0.413 0.437
 1027.4 0.551 0.685 0.658 0.412 0.437
 1028.8 0.551 0.685 0.657 0.411 0.437
 1030.2 0.551 0.685 0.656 0.411 0.437
 1031.6 0.552 0.684 0.656 0.413 0.438
 1033 0.552 0.684 0.654 0.414 0.441
 1034.4 0.554 0.686 0.653 0.415 0.442
 1035.4 0.557 0.687 0.652 0.416 0.445
 1038.8 0.554 0.69 0.653 0.418 0.451
 1042.2 0.556 0.694 0.655 0.421 0.456
 1045.6 0.558 0.697 0.657 0.424 0.46
 1048.9 0.562 0.699 0.659 0.426 0.467
 1052.3 0.567 0.703 0.66 0.431 0.472
 1069.2 0.584 0.721 0.673 0.442 0.479
 1072.6 0.584 0.723 0.674 0.444 0.48
 1076 0.584 0.726 0.676 0.447 0.481
 1079.3 0.584 0.728 0.677 0.45 0.483
 1082.7 0.588 0.729 0.678 0.451 0.482
 1086.1 0.588 0.729 0.679 0.452 0.48
 1089.5 0.589 0.729 0.68 0.453 0.481
 1092.8 0.588 0.73 0.68 0.455 0.477
 1096.2 0.588 0.729 0.68 0.456 0.476
 1099.6 0.586 0.729 0.679 0.456 0.476
 1102.9 0.586 0.728 0.679 0.456 0.476
 1106.3 0.583 0.726 0.68 0.455 0.472
 1109.6 0.583 0.726 0.679 0.454 0.471
 1113 0.579 0.724 0.679 0.453 0.468
 1116.3 0.576 0.722 0.678 0.453 0.464
 1119.7 0.575 0.719 0.677 0.453 0.461
 1123 0.573 0.716 0.674 0.451 0.459
 1126.4 0.569 0.713 0.671 0.448 0.456
 1129.7 0.57 0.71 0.67 0.446 0.453
 1133.1 0.565 0.706 0.668 0.442 0.447
 1136.4 0.563 0.703 0.665 0.437 0.441
 1139.7 0.558 0.699 0.662 0.434 0.436
 1143.1 0.555 0.695 0.657 0.429 0.432
 1146.4 0.55 0.689 0.653 0.425 0.425
 1149.7 0.544 0.683 0.648 0.42 0.419
 1153.1 0.538 0.677 0.642 0.414 0.411
 1156.4 0.533 0.669 0.635 0.409 0.403
 1159.7 0.525 0.661 0.629 0.403 0.395
 1163.1 0.517 0.653 0.62 0.396 0.389
 1166.4 0.509 0.645 0.612 0.389 0.38
 1169.7 0.502 0.635 0.605 0.382 0.373
 1173 0.494 0.626 0.596 0.375 0.367
 1176.3 0.484 0.617 0.587 0.366 0.359
 1179.7 0.475 0.609 0.578 0.358 0.351
 1183 0.467 0.599 0.57 0.351 0.344
 1186.3 0.458 0.589 0.561 0.343 0.336
 1189.6 0.451 0.581 0.551 0.335 0.329
 1192.9 0.442 0.57 0.542 0.329 0.322
 1196.2 0.433 0.561 0.534 0.322 0.316
 1199.5 0.426 0.552 0.525 0.315 0.31
 1202.8 0.418 0.544 0.516 0.308 0.304
 1206.1 0.413 0.537 0.509 0.301 0.299
 1209.4 0.407 0.53 0.502 0.295 0.294
 1212.7 0.4 0.524 0.495 0.288 0.289
 1216 0.395 0.517 0.489 0.283 0.283
 1219.3 0.392 0.512 0.484 0.279 0.28
 1222.6 0.387 0.506 0.479 0.275 0.276
 1225.9 0.383 0.502 0.474 0.271 0.272
 1229.2 0.38 0.498 0.47 0.267 0.27
 1232.5 0.377 0.494 0.466 0.265 0.268
 1235.8 0.375 0.491 0.463 0.263 0.266
 1239 0.373 0.488 0.46 0.261 0.265
 1242.3 0.371 0.486 0.458 0.26 0.264
 1245.6 0.371 0.484 0.456 0.258 0.265
 1248.9 0.371 0.482 0.455 0.258 0.264
 1252.1 0.372 0.482 0.454 0.256 0.264
 1255.4 0.371 0.481 0.454 0.256 0.264
 1258.7 0.372 0.481 0.454 0.255 0.263
 1261.9 0.372 0.481 0.454 0.255 0.264
 1265.2 0.372 0.481 0.454 0.256 0.265
 1268.5 0.373 0.482 0.454 0.256 0.266
 1271.7 0.373 0.483 0.454 0.257 0.267
 1275 0.373 0.484 0.454 0.258 0.267
 1278.3 0.375 0.484 0.454 0.258 0.267
 1281.5 0.375 0.485 0.455 0.259 0.268
 1284.8 0.376 0.486 0.455 0.26 0.269
 1288 0.377 0.487 0.456 0.26 0.268
 1291.3 0.377 0.487 0.458 0.26 0.268
 1294.5 0.377 0.488 0.459 0.26 0.268
 1297.8 0.379 0.489 0.459 0.26 0.268
 1301 0.378 0.489 0.459 0.261 0.268
 1304.2 0.377 0.488 0.458 0.261 0.267
 1307.5 0.377 0.485 0.457 0.261 0.267
 1310.7 0.375 0.483 0.455 0.261 0.266
 1313.9 0.373 0.48 0.452 0.261 0.266
 1317.2 0.371 0.476 0.449 0.26 0.265
 1320.4 0.369 0.472 0.446 0.259 0.264
 1323.6 0.367 0.467 0.442 0.257 0.263
 1326.9 0.365 0.461 0.438 0.256 0.261
 1330.1 0.362 0.455 0.433 0.254 0.26
 1333.3 0.358 0.449 0.428 0.252 0.259
 1336.5 0.354 0.442 0.423 0.25 0.258
 1339.8 0.351 0.435 0.416 0.248 0.256
 1343 0.347 0.427 0.409 0.246 0.254
 1346.2 0.343 0.419 0.402 0.244 0.252
 1349.4 0.339 0.41 0.394 0.241 0.25
 1352.6 0.334 0.399 0.386 0.238 0.247
 1355.8 0.33 0.39 0.378 0.234 0.245
 1359 0.326 0.381 0.37 0.231 0.243
 1362.2 0.322 0.372 0.362 0.228 0.241
 1365.4 0.318 0.364 0.355 0.225 0.239
 1368.6 0.314 0.355 0.347 0.221 0.236
 1371.8 0.31 0.346 0.339 0.218 0.234
 1375 0.306 0.337 0.331 0.215 0.232
 1378.2 0.302 0.328 0.323 0.212 0.23
 1381.4 0.298 0.32 0.316 0.209 0.228
 1384.6 0.294 0.311 0.308 0.206 0.226
 1387.8 0.29 0.302 0.3 0.202 0.224
 1390.9 0.286 0.293 0.292 0.199 0.222
 1394.1 0.282 0.284 0.285 0.196 0.22
 1397.3 0.278 0.275 0.277 0.193 0.218
 1400.5 0.273 0.267 0.269 0.19 0.215
 1403.6 0.269 0.258 0.262 0.187 0.213
