  134   130   125    12     0     0     0     0     0     0     0     0
    6    96    98   108   112   127   171   176   206   231   300   276
  397   289   509   480   566   644   831   840   827   897  1012  1149
  730   161    96    82    70    98   237   846  1238  1135   979   565
  926   807   536   419   392   377   330   358   324   287   244   183
  189   167   156   101   124   126   149    13     0     0     0     0
    0     0     0     0     0   109   128   133   171   216   203   204
  256   325   379   377   530   388   589   639   728   930  1077  1119
 1375  1686  1758  1790  1161   297   169    86   116   212   320  1127
 1667  1519  1426   827  1273   975   431   291   257   315   344   420
  301   323   254   200   176   179   178   122   148   150   109    10
    0     0     0     0     0     0     0     0     2    71    83   103
  111   125   167   173   210   240   239   259   381   290   407   452
  557   643   839   846   977  1228  1191  1389   884   295   283   126
  186   367   346   815  1290  1008  1005   576   872   659   412   255
  264   274   230   279   202   198   150   160   130   119   113    84
   87    90    91     4     0     0     0     0     0     0     0     0
    2    48    70    63    62    93   106   103   130   159   178   164
  239   186   253   292   331   426   519   603   641   831   895  1070
  858   561   613   244   518   831   699   836   904   757   674   407
  530   416   330   287   259   232   121   168   115   128    89    88
   68    61    64    61    54    62    54     2     0     0     0     0
    0     0     0     0     1    41    46    46    42    55    59    55
   96    76   110   105   138   114   167   195   252   279   353   463
  462   622   630   839   971  1267  1565   514  1122  1671  1226  1014
  739   580   567   325   435   321   245   196   150   130    84    89
   69    81    54    58    51    52    45    38    49    42    36     2
    0     0     0     0     0     0     0     0     3    33    39    36
   40    49    46    43    50    72    92    71    93    82    92   136
  143   215   311   328   375   500   571   681   824  1119  1478   537
 1059  1547  1108   770   585   491   461   253   356   264   236   165
  141   103    80    96    66    66    50    56    51    41    42    29
   31    34    22     0     0     0     0     0     0     0     0     0
    0    36    33    26    33    46    39    50    47    48    62    65
   76    98    96   127   151   223   235   281   308   434   512   544
  754  1067  1380   542  1027  1468  1014   644   506   427   393   231
  300   244   208   162   129   102    53    84    53    46    53    38
   42    49    45    47    39    37    34     3     0     0     0     0
    0     0     0     0     1    27    31    32    37    28    28    42
   34    53    60    60    72    57    81    95   118   158   198   197
  214   295   344   392   564   777  1064   369   759  1205   884   565
  412   361   293   208   215   220   180   113   101    93    50    72
   49    39    57    32    43    40    23    27    23    20    36     2
    0     0     0     0     0     0     0     0     0    35    45    28
   33    27    40    42    39    47    44    58    57    46    57    80
  106   119   155   135   195   235   284   288   392   602   906   354
  633  1088   764   446   333   307   308   167   147   177   135   124
   73    85    38    52    46    47    57    26    36    44    33    26
   39    35    41     3     0     0     0     0     0     0     0     0
    3    25    34    26    29    39    29    44    35    44    56    59
   57    45    62   104   110   133   159   144   177   219   252   304
  403   648   864   307   613   983   697   446   314   257   221   152
  162   154   129   110    97    79    61    57    59    70    36    44
   40    36    41    31    33    36    35     6     0     0     0     0
    0     0     0     0     2    22    34    39    26    39    31    32
   45    41    50    48    50    53    74    72   101   135   150   137
  159   189   197   238   335   492   763   245   521   850   535   369
  224   198   153   115   156   125   113    79    89    62    47    47
   57    52    30    32    36    41    32    30    27    36    32     1
    0     0     0     0     0     0     0     0     0    19    20    28
   28    33    37    31    35    39    40    38    47    42    74    57
   88    92    89   110   119   169   172   194   268   411   629   170
  431   623   478   268   223   152   141    89   107   116    98    82
   64    50    40    40    45    38    46    40    25    22    28    21
   27    21    16     2     0     0     0     0     0     0     0     0
    0    21    31    32    20    25    25    35    30    36    46    56
   38    45    49    59    72   102   111   112   109   131   135   146
  252   346   546   139   420   592   429   293   170   146   142    83
   75    90    75    65    69    56    39    40    44    37    43    33
   27    29    25    16    28    27    24     0     0     0     0     0
    0     0     0     0     1    23    26    22    18    27    18    37
   39    28    41    53    36    35    40    58    53    87    98   105
   86   126   117   126   183   315   454   127   393   603   388   227
  135    90    96    77    63    61    68    38    54    40    35    41
   46    35    32    28    27    22    26    16    26    23    19     0
    0     0     0     0     0     0     0     0     0    23    20    27
   12    23    22    20    16    29    38    30    38    26    38    52
   41    48    54    42    71    73    77    86   122   197   309    95
  312   518   320   181   113    77    81    62    46    68    53    58
   59    54    34    47    42    31    33    29    17    18    22    20
   19    14    25     2     0     0     0     0     0     0     0     0
    1    18    22    16    17    13    12    18    29    27    18    30
   22    28    51    39    48    54    62    55    73    74    58    78
  113   179   269    80   299   524   364   205   146    94    81    57
   68    78    56    55    39    40    26    44    30    29    29    21
   26    28    25    20    21    24    29     3     0     0     0     0
    0     0     0     0     0    28    25    20    17    26    24    14
   19    20    19    23    25    21    37    24    40    54    64    44
   70    66    83    89   132   226   323   114   256   457   290   161
   89    66    60    48    66    61    50    38    47    47    12    29
   32    38    38    33    21    18    17    14    28    29    26     1
    0     0     0     0     0     0     0     0     4    23    17    17
   19    25    15    31    16    26    24    26    26    31    43    42
   50    53    72    46    66    84    71   102   111   180   318   106
  314   440   309   174    93    64    66    47    64    43    43    43
   28    36    20    41    26    35    25    26    29    35    22    23
   28    29    41     3     0     0     0     0     0     0     0     0
    0    28    23    12    20    24    16    28    24    18    21    26
   17    37    45    42    41    47    51    38    57    55    65    77
  120   167   252   112   259   351   236   128    77    46    59    46
   42    45    36    44    39    33    17    35    27    36    19    22
   30    17    28    11    23    27    23     1     0     0     0     0
    0     0     0     0     0    14    24    22    21    29    11    17
   16    21    31    19    17    22    31    31    36    40    61    28
   67    56    51    76    73   126   198   115   240   372   212   139
   80    58    44    25    41    43    39    36    37    40    13    30
   22    22    30    20    16    22    23    15    24    20    36     2
    0     0     0     0     0     0     0     0     0    13    23    27
   14    13    25    23    24    22     9    18    20    18    29    39
   38    47    50    20    91    57    15    18    18    25    73    64
  150   342   215   110    77    56    37    28    42    48    36    32
   28    32    15    18    23    25    21    23    26    17    11    13
   26    20    19     1     0     0     0     0     0     0     0     0
    0    21    17    21    19    19    16    20    20    20    18    27
   29    20    23    31    37    52    59     2    56    11     7     3
    6     7    10    32    90   301   237   131    66    49    47    30
   41    39    37    32    23    25    20    17    16    18    23    28
   17    22    18    17    22    34    23     3     0     0     0     0
    0     0     0     0     3    24    15    17    10    21    22    23
   20    17    23    16    27    26    32    35    32    43    24     1
   25     5     2     3     1     3     4     8    25    86   216   142
   70    48    49    31    35    30    32    24    26    22    17    27
   23    34    23    23    17    15    24    17    22    17    26     2
    0     0     0     0     0     0     0     0     1    18    14    23
   12    18    13    10    11    20    26    18    19    17    25    21
   13     4     4     0     1     2     2     0     2     0     2     2
    2    28    10    29    34    28    23    18    24    25    24    15
   27    32    10    20    17    22    20    21    18    19    14     8
   18    30    22     6     0     0     0     0     0     0     0     0
    1    28    23    19    15    21    19    21    27    33    32    24
   27    26    40    44    48    50    31     2     0     0     0     0
    0     0     0     0     0    28   193   277   113    63    51    44
   32    36    33    27    27    22    17    22    32    34    29    28
   26    31    19    25    29    19    29     5     0     0     0     0
    0     0     0     0     5    25    29    25    25    26    22    22
   17    25    23    23    29    25    51    35    26     3     0     0
    0     0     0     0     0     0     0     0     0     1     8    73
  111    74    52    39    41    40    32    30    28    30    22    27
   27    23    24    28    13    16    23    24    25    28    31     4
    0     0     0     0     0     0     0     0     1    21    29    16
   20    22    29    25    23    19    25    21    29    16    34    10
    6     0     0     0     0     0     0     0     0     0     0     0
    0     0     0     3    45    49    45    39    44    28    33    31
   36    31    25    31    25    29    29    21    21    23    20    24
   26    25    14     1     0     0     0     0     0     0     0     0
    1     2     8     5     4     1     0     0     0     0     0     2
    2     0     0     0     0     0     0     0     0     0     0     0
    0     0     0     0     0     0     0     0     0     1     0     2
    2     3     0     0     0     0     0     3     2     2     0     1
    0     0     2     0     3     4     1     0     0     0     0     0
    0     0     0     0     0     0     0     0     0     0     0     0
    0     0     0     0     0     0     0     0     0     0     0     0
    0     0     0     0     0     0     0     0     0     0     0     0
    0     0     0     0     0     0     0     0     0     0     0     0
    0     0     0     0     0     0     0     0     0     0     1     0
    0     0     0     0     0     0     0     0     0     0     0     0
    0     0     0     0     0     0     0     0     0     0     0     0
    0     0     0     0     0     0     0     0     0     0     0     0
    0     0     0     0     0     0     0     0     0     0     0     0
