       0.58750000E+01      0.26734450E+01
       0.81500001E+01      0.82039142E+00
       0.94500001E+01      0.11750052E+02
       0.10625000E+02      0.13571535E+02
       0.11375000E+02      0.26536611E+00
       0.11900000E+02      0.38978450E+00
       0.12540000E+02      0.41347515E+01
       0.13225000E+02      0.51056167E+01
       0.14060000E+02      0.15304267E+02
       0.14765000E+02      0.20647857E+02
       0.15340000E+02      0.17393323E+02
       0.16050000E+02      0.24116707E+02
       0.16960000E+02      0.24597557E+02
       0.17890000E+02      0.32314344E+02
       0.18690001E+02      0.31234540E+02
       0.19610000E+02      0.34140065E+02
       0.20585000E+02      0.36785883E+02
       0.21635000E+02      0.37652220E+02
       0.22740001E+02      0.40265993E+02
       0.23825001E+02      0.38875822E+02
       0.24975001E+02      0.35996663E+02
       0.26235000E+02      0.33004556E+02
       0.27599999E+02      0.29430462E+02
       0.29000000E+02      0.26010735E+02
       0.30450000E+02      0.22431583E+02
       0.31965000E+02      0.19402941E+02
       0.33560002E+02      0.16710574E+02
       0.35260001E+02      0.14739731E+02
       0.37010001E+02      0.13708585E+02
       0.38855002E+02      0.12241122E+02
       0.40800001E+02      0.11929694E+02
       0.42850001E+02      0.11460844E+02
       0.45010001E+02      0.11618426E+02
       0.47240000E+02      0.11723390E+02
       0.49584999E+02      0.11732321E+02
       0.52039999E+02      0.12349742E+02
       0.54619999E+02      0.12757622E+02
       0.57369999E+02      0.13557568E+02
       0.60240000E+02      0.14998512E+02
       0.63245001E+02      0.16391590E+02
       0.66365001E+02      0.19572887E+02
       0.69715000E+02      0.22000901E+02
       0.73279999E+02      0.24534069E+02
       0.76925000E+02      0.21946335E+02
       0.80729999E+02      0.17094884E+02
       0.84720001E+02      0.15263111E+02
       0.88970001E+02      0.15090426E+02
       0.93409999E+02      0.15170520E+02
       0.98059999E+02      0.15255600E+02
       0.10308000E+03      0.15748721E+02
       0.10824000E+03      0.16774579E+02
       0.11359000E+03      0.16788643E+02
       0.11924500E+03      0.16494497E+02
       0.12519500E+03      0.16009722E+02
       0.13145500E+03      0.17014148E+02
       0.13806001E+03      0.17391490E+02
       0.14502001E+03      0.17173823E+02
       0.15229000E+03      0.14960457E+02
       0.15993000E+03      0.78014879E+01
       0.16784001E+03      0.16034477E+02
       0.17618000E+03      0.17608438E+02
       0.18504500E+03      0.18796756E+02
       0.19427500E+03      0.19767719E+02
       0.20399000E+03      0.21281928E+02
       0.21423500E+03      0.22595332E+02
       0.22496001E+03      0.22308650E+02
       0.23623001E+03      0.21891765E+02
       0.24795000E+03      0.23003445E+02
       0.26030000E+03      0.24533033E+02
       0.27340001E+03      0.28996560E+02
       0.28715001E+03      0.35563834E+02
       0.30150000E+03      0.43756838E+02
       0.31650000E+03      0.50084991E+02
       0.33227501E+03      0.64326837E+02
       0.34892500E+03      0.99004140E+02
       0.36635001E+03      0.15761972E+03
       0.38460001E+03      0.36139218E+03
       0.40445000E+03      0.29205595E+03
       0.42450000E+03      0.45474617E+03
       0.44500000E+03      0.54414813E+03
       0.46745000E+03      0.47468992E+03
       0.49060001E+03      0.43043420E+03
