           1        3038   5.300000      -11.20000      0.5413300    
           2        3040   5.300000      -9.333330      0.5533700    
           3        3042   5.300000      -7.466670      0.5721400    
           4        3044   5.300000      -5.600000      0.5941800    
           5        3046   5.300000      -3.733330      0.6185600    
           6        3048   5.300000      -1.866670      0.6449100    
           7        3050   5.300000      0.0000000E+00  0.6714000    
           8        3052   5.300000      0.8647100      0.6818300    
           9        3054   5.300000       1.729410      0.6910300    
          10        3056   5.300000       2.594120      0.6993600    
          11        3058   5.300000       3.458820      0.7071000    
          12        3060   5.300000       4.323530      0.7144300    
          13        3062   5.300000       5.188240      0.7214800    
          14        3064   5.300000       6.052940      0.7283300    
          15        3066   5.300000       6.917650      0.7350600    
          16        3068   5.300000       7.782350      0.7416900    
          17        3070   5.300000       8.647060      0.7482500    
          18        3072   5.300000       9.511760      0.7547600    
          19        3074   5.300000       10.37647      0.7612500    
          20        3076   5.300000       11.24118      0.7677100    
          21        3078   5.300000       12.10588      0.7741800    
          22        3080   5.300000       12.97059      0.7806400    
          23        3082   5.300000       13.83529      0.7871100    
          24        3084   5.300000       14.70000      0.7935800    
          25        3086   5.300000       16.13333      0.8041900    
          26        3088   5.300000       17.56667      0.8144900    
          27        3090   5.300000       19.00000      0.8241800    
          28        3092   5.300000       20.33333      0.8324100    
          29        3094   5.300000       21.66667      0.8396800    
          30        3096   5.300000       23.00000      0.8456500    
          31        3098   5.300000       23.90000      0.8485400    
          32        3100   5.300000       24.80000      0.8555800    
          33        3102   5.300000       25.23333      0.8858000    
          34        3104   5.300000       25.66667      0.9198200    
          35        3106   5.300000       26.10000      0.9582200    
          36        3108   5.300000       27.33333      0.9724200    
          37        3110   5.300000       28.56667      0.9763700    
          38        3112   5.300000       29.80000      0.9804700    
          39        3114   5.300000       31.03333      0.9845700    
          40        3116   5.300000       32.26667      0.9885400    
          41        3118   5.300000       33.50000      0.9923100    
          42        3120   5.300000       34.73333      0.9958600    
          43        3122   5.300000       35.96667      0.9991400    
          44        3124   5.300000       37.20000       1.002130    
          45        3126   5.300000       38.43333       1.004830    
          46        3128   5.300000       39.66667       1.007240    
          47        3130   5.300000       40.90000       1.009380    
          48        3132   5.300000       42.13333       1.011270    
          49        3134   5.300000       43.36667       1.012920    
          50        3136   5.300000       44.60000       1.014330    
          51        3138   5.300000       46.60000       1.016120    
          52        3140   5.300000       48.10000       1.017070    
          53        3142   5.300000       49.60000       1.017690    
          54        3144   5.300000       51.27143       1.018050    
          55        3146   5.300000       52.94286       1.018110    
          56        3148   5.300000       54.61429       1.017890    
          57        3150   5.300000       56.28571       1.017390    
          58        3152   5.300000       57.95714       1.016580    
          59        3154   5.300000       59.62857       1.015310    
          60        3156   5.300000       61.30000       1.012960    
          61        3158   5.300000       63.30000       1.004430    
          62        3160   5.300000       65.30000      0.9866100    
          63        3162   5.300000       67.31667      0.9636400    
