  3.92488E+01  1.36101E+02
  4.02520E+01  1.52080E+02
  4.09417E+01  1.44259E+02
  4.12552E+01  1.25710E+02
  4.15060E+01  1.40124E+02
  4.20703E+01  1.27274E+02
  4.21957E+01  1.24704E+02
  4.26346E+01  1.58673E+02
  4.28227E+01  1.25598E+02
  4.31362E+01  1.28280E+02
  4.35124E+01  1.48170E+02
  4.36378E+01  1.26827E+02
  4.40140E+01  1.29397E+02
  4.47037E+01  1.28280E+02
  4.48291E+01  1.30067E+02
  4.48918E+01  1.28950E+02
  4.53307E+01  1.28950E+02
  4.57695E+01  1.32638E+02
  4.62084E+01  1.32973E+02
  4.63965E+01  1.30067E+02
  4.67100E+01  1.30626E+02
  4.68981E+01  1.33643E+02
  4.71489E+01  1.42359E+02
  4.73370E+01  1.34090E+02
  4.73997E+01  1.32414E+02
  4.74624E+01  1.31632E+02
  4.77759E+01  1.34537E+02
  4.79013E+01  1.32079E+02
  4.81521E+01  1.33196E+02
  4.82148E+01  1.32526E+02
  4.83402E+01  1.32973E+02
  4.84029E+01  1.35096E+02
  4.85283E+01  1.33867E+02
  4.85910E+01  1.36101E+02
  4.87791E+01  1.32526E+02
  4.88418E+01  1.35208E+02
  4.90299E+01  1.33308E+02
  4.90926E+01  1.34872E+02
  4.92180E+01  1.35655E+02
  4.93434E+01  1.35208E+02
  4.94061E+01  1.33643E+02
  4.97196E+01  1.36995E+02
  4.97823E+01  1.34537E+02
  4.99704E+01  1.35766E+02
  5.02212E+01  1.34649E+02
  5.03466E+01  1.38225E+02
  5.04093E+01  1.36772E+02
  5.05974E+01  1.36437E+02
  5.07855E+01  1.35208E+02
  5.09109E+01  1.36325E+02
  5.09736E+01  1.43812E+02
  5.10990E+01  1.38336E+02
  5.13498E+01  1.36325E+02
  5.14125E+01  1.37666E+02
  5.18514E+01  1.37778E+02
  5.20395E+01  1.37219E+02
  5.21649E+01  1.38560E+02
  5.25410E+01  1.40906E+02
  5.26038E+01  1.39230E+02
  5.26664E+01  1.41130E+02
  5.27918E+01  1.37219E+02
  5.29172E+01  1.39454E+02
  5.32934E+01  1.38448E+02
  5.34188E+01  1.42359E+02
  5.35442E+01  1.38336E+02
  5.38577E+01  1.39454E+02
  5.41085E+01  1.42582E+02
  5.41712E+01  1.40012E+02
  5.45474E+01  1.41465E+02
  5.47355E+01  1.40795E+02
  5.49863E+01  1.41130E+02
  5.51117E+01  1.42024E+02
  5.51744E+01  1.44706E+02
  5.54252E+01  1.45599E+02
  5.56760E+01  1.41465E+02
  5.57387E+01  1.43029E+02
  5.58014E+01  1.42024E+02
  5.61776E+01  1.42806E+02
  5.63030E+01  1.44482E+02
  5.65538E+01  1.45599E+02
  5.66165E+01  1.43365E+02
  5.67419E+01  1.45711E+02
  5.68046E+01  1.45823E+02
  5.70554E+01  1.43700E+02
  5.71181E+01  1.46940E+02
  5.71808E+01  1.44706E+02
  5.74316E+01  1.47946E+02
  5.75570E+01  1.25821E+02
  5.76824E+01  1.44929E+02
  5.79332E+01  1.45711E+02
  5.80586E+01  1.45935E+02
  5.83094E+01  1.47276E+02
  5.83721E+01  1.48616E+02
  5.84348E+01  1.46829E+02
  5.85602E+01  1.46270E+02
  5.89364E+01  1.46493E+02
  5.90618E+01  1.47499E+02
  5.92499E+01  1.49063E+02
  5.96260E+01  1.47387E+02
  5.98141E+01  1.34761E+02
  6.00649E+01  1.50628E+02
  6.09427E+01  1.49175E+02
  6.21340E+01  1.50404E+02
  6.23221E+01  1.53421E+02
  6.31999E+01  1.52080E+02
  6.34507E+01  1.54427E+02
  6.40150E+01  1.55656E+02
  6.45793E+01  1.23922E+02
  6.46420E+01  1.53198E+02
  6.50182E+01  1.53645E+02
  6.53944E+01  1.41465E+02
  6.55825E+01  1.55321E+02
  6.64603E+01  1.31632E+02

