           1         700   1.100000       12.70000      0.7772300    
           2         702   1.100000       11.90625      0.7689600    
           3         704   1.100000       11.11250      0.7611400    
           4         706   1.100000       10.31875      0.7533500    
           5         708   1.100000       9.525000      0.7453100    
           6         710   1.100000       8.731250      0.7368100    
           7         712   1.100000       7.937500      0.7276200    
           8         714   1.100000       7.143750      0.7174900    
           9         716   1.100000       6.350000      0.7060900    
          10         718   1.100000       5.556250      0.6930000    
          11         720   1.100000       4.762500      0.6777200    
          12         722   1.100000       3.968750      0.6595700    
          13         724   1.100000       3.175000      0.6377200    
          14         726   1.100000       2.381250      0.6112100    
          15         728   1.100000       1.587500      0.5786200    
          16         730   1.100000      0.7937500      0.5388000    
          17         732   1.100000     -0.3000000      0.4605800    
          18         800   1.250000       13.26765      0.7832800    
          19         802   1.250000       12.43842      0.7744500    
          20         804   1.250000       11.60919      0.7660200    
          21         806   1.250000       10.77997      0.7579000    
          22         808   1.250000       9.950740      0.7496800    
          23         810   1.250000       9.121510      0.7410800    
          24         812   1.250000       8.292280      0.7318500    
          25         814   1.250000       7.463050      0.7217300    
          26         816   1.250000       6.633820      0.7103700    
          27         818   1.250000       5.804600      0.6973500    
          28         820   1.250000       4.975370      0.6821300    
          29         822   1.250000       4.146140      0.6639800    
          30         824   1.250000       3.316910      0.6420300    
          31         826   1.250000       2.487680      0.6151300    
          32         828   1.250000       1.658460      0.5820700    
          33         830   1.250000      0.8292300      0.5409500    
          34         832   1.250000     -0.1500000      0.4770500    

