 4.94420E+00 6.10397E+00
 4.80767E+00 5.98747E+00

 8.65401E+00 9.93059E+00
 8.65190E+00 9.68504E+00

 8.19243E+00 7.80421E+00
 8.35159E+00 9.53907E+00

 9.35438E+00 7.67687E+00
 8.96296E+00 7.39942E+00

 7.65061E-01 1.08284E+00
 7.78876E-01 1.07470E+00
 7.92831E-01 1.06680E+00
 8.06921E-01 1.05915E+00
 8.21143E-01 1.05175E+00
 8.35492E-01 1.04460E+00
 8.49963E-01 1.03769E+00
 8.64553E-01 1.03104E+00
 8.79257E-01 1.02465E+00
 8.94070E-01 1.01851E+00
 9.08987E-01 1.01264E+00
 9.24005E-01 1.00702E+00
 9.39119E-01 1.00167E+00
 9.54324E-01 9.96583E-01
 9.69616E-01 9.91762E-01
 9.84989E-01 9.87208E-01
 1.00044E+00 9.82924E-01
 1.01596E+00 9.78909E-01
 1.03155E+00 9.75166E-01
 1.04721E+00 9.71696E-01
 1.06292E+00 9.68499E-01
 1.07868E+00 9.65577E-01
 1.09450E+00 9.62931E-01
 1.11035E+00 9.60561E-01
 1.12625E+00 9.58468E-01
 1.14218E+00 9.56653E-01
 1.15814E+00 9.55116E-01
 1.17412E+00 9.53858E-01
 1.19013E+00 9.52879E-01
 1.20615E+00 9.52180E-01
 1.22217E+00 9.51760E-01
 1.23821E+00 9.51620E-01
 1.25424E+00 9.51760E-01
 1.27027E+00 9.52180E-01
 1.28628E+00 9.52879E-01
 1.30229E+00 9.53858E-01
 1.31827E+00 9.55116E-01
 1.33423E+00 9.56652E-01
 1.35016E+00 9.58467E-01
 1.36606E+00 9.60560E-01
 1.38192E+00 9.62930E-01
 1.39773E+00 9.65576E-01
 1.41349E+00 9.68498E-01
 1.42921E+00 9.71694E-01
 1.44486E+00 9.75164E-01
 1.46045E+00 9.78907E-01
 1.47597E+00 9.82922E-01
 1.49142E+00 9.87206E-01
 1.50680E+00 9.91760E-01
 1.52209E+00 9.96581E-01
 1.53729E+00 1.00167E+00
 1.55241E+00 1.00702E+00

 7.93603E-01 1.00019E+00
 8.07619E-01 9.90195E-01
 8.21806E-01 9.80445E-01
 8.36162E-01 9.70943E-01
 8.50681E-01 9.61693E-01
 8.65359E-01 9.52698E-01
 8.80193E-01 9.43960E-01
 8.95176E-01 9.35483E-01
 9.10305E-01 9.27269E-01
 9.25575E-01 9.19320E-01
 9.40982E-01 9.11638E-01
 9.56520E-01 9.04226E-01
 9.72185E-01 8.97087E-01
 9.87973E-01 8.90223E-01
 1.00388E+00 8.83635E-01
 1.01989E+00 8.77325E-01
 1.03602E+00 8.71296E-01
 1.05225E+00 8.65550E-01
 1.06857E+00 8.60087E-01
 1.08499E+00 8.54910E-01
 1.10150E+00 8.50021E-01
 1.11809E+00 8.45420E-01
 1.13475E+00 8.41110E-01
 1.15149E+00 8.37091E-01
 1.16830E+00 8.33365E-01
 1.18517E+00 8.29932E-01
 1.20210E+00 8.26795E-01
 1.21908E+00 8.23954E-01
 1.23610E+00 8.21409E-01
 1.25317E+00 8.19162E-01
 1.27028E+00 8.17213E-01
 1.28741E+00 8.15563E-01
 1.30457E+00 8.14212E-01
 1.32176E+00 8.13161E-01
 1.33896E+00 8.12410E-01
 1.35617E+00 8.11959E-01
 1.37338E+00 8.11809E-01
 1.39060E+00 8.11959E-01
 1.40780E+00 8.12410E-01
 1.42500E+00 8.13161E-01
 1.44219E+00 8.14212E-01
 1.45935E+00 8.15562E-01
 1.47649E+00 8.17212E-01
 1.49359E+00 8.19161E-01
 1.51066E+00 8.21408E-01
 1.52768E+00 8.23953E-01
 1.54466E+00 8.26794E-01
 1.56159E+00 8.29931E-01
 1.57846E+00 8.33363E-01
 1.59527E+00 8.37089E-01
 1.61201E+00 8.41108E-01
 1.62867E+00 8.45418E-01
 1.64526E+00 8.50019E-01
 1.66177E+00 8.54908E-01
 1.67819E+00 8.60085E-01
 1.69451E+00 8.65547E-01
 1.71074E+00 8.71294E-01
 1.72687E+00 8.77322E-01
 1.74288E+00 8.83632E-01
 1.75879E+00 8.90220E-01
 1.77458E+00 8.97084E-01
 1.79024E+00 9.04224E-01

 7.93786E-01 1.00162E+00
 7.74688E-01 1.01333E+00
 7.55389E-01 1.02470E+00
 7.35894E-01 1.03573E+00
 7.16210E-01 1.04641E+00
 6.96342E-01 1.05676E+00
 6.76296E-01 1.06675E+00
 6.56080E-01 1.07639E+00
 6.35698E-01 1.08568E+00
 6.15157E-01 1.09461E+00
 5.94463E-01 1.10318E+00
 5.73623E-01 1.11139E+00
 5.52643E-01 1.11924E+00
 5.31529E-01 1.12672E+00
 5.10288E-01 1.13382E+00
 4.88926E-01 1.14056E+00
 4.67449E-01 1.14692E+00
 4.45865E-01 1.15291E+00
 4.24180E-01 1.15851E+00
 4.02400E-01 1.16374E+00
 3.80532E-01 1.16859E+00
 3.58584E-01 1.17306E+00
 3.36560E-01 1.17714E+00
 3.14469E-01 1.18083E+00
 2.92316E-01 1.18415E+00
 2.70109E-01 1.18707E+00
 2.47854E-01 1.18960E+00
 2.25559E-01 1.19175E+00
 2.03229E-01 1.19351E+00
 1.80872E-01 1.19488E+00
 1.58495E-01 1.19585E+00
 1.36103E-01 1.19644E+00
 1.13706E-01 1.19664E+00
 9.13079E-02 1.19644E+00
 6.89168E-02 1.19585E+00

 6.38549E+00 5.69382E+00
 6.56345E+00 5.57145E+00

 3.62294E+00 3.27611E+00
 3.62397E+00 3.27412E+00
 3.62504E+00 3.27216E+00
 3.62614E+00 3.27022E+00
 3.62727E+00 3.26829E+00
 3.62844E+00 3.26639E+00
 3.62964E+00 3.26450E+00
 3.63087E+00 3.26264E+00
 3.63214E+00 3.26080E+00
 3.63344E+00 3.25898E+00
 3.63476E+00 3.25718E+00
 3.63612E+00 3.25541E+00
 3.63752E+00 3.25366E+00
 3.63894E+00 3.25194E+00
 3.64039E+00 3.25024E+00
 3.64187E+00 3.24856E+00
 3.64338E+00 3.24692E+00
 3.64492E+00 3.24530E+00
 3.64648E+00 3.24370E+00
 3.64808E+00 3.24214E+00
 3.64970E+00 3.24060E+00
 3.65134E+00 3.23909E+00
 3.65302E+00 3.23761E+00
 3.65472E+00 3.23616E+00
 3.65644E+00 3.23474E+00
 3.65819E+00 3.23335E+00
 3.65996E+00 3.23199E+00
 3.66176E+00 3.23066E+00
 3.66358E+00 3.22936E+00
 3.66542E+00 3.22809E+00
 3.66728E+00 3.22686E+00
 3.66916E+00 3.22566E+00
 3.67107E+00 3.22449E+00
 3.67300E+00 3.22336E+00
 3.67494E+00 3.22226E+00
 3.67690E+00 3.22119E+00
 3.67889E+00 3.22016E+00
 3.68088E+00 3.21916E+00
 3.68290E+00 3.21820E+00
 3.68493E+00 3.21727E+00
 3.68698E+00 3.21638E+00
 3.68905E+00 3.21553E+00
 3.69113E+00 3.21471E+00
 3.69322E+00 3.21393E+00
 3.69533E+00 3.21318E+00
 3.69744E+00 3.21247E+00
 3.69958E+00 3.21180E+00
 3.70172E+00 3.21117E+00
 3.70387E+00 3.21057E+00
 3.70603E+00 3.21001E+00
 3.70821E+00 3.20949E+00
 3.71039E+00 3.20900E+00
 3.71258E+00 3.20856E+00
 3.71477E+00 3.20815E+00
 3.71698E+00 3.20778E+00
 3.71919E+00 3.20745E+00
 3.72140E+00 3.20716E+00
 3.72362E+00 3.20691E+00
 3.72585E+00 3.20669E+00
 3.72807E+00 3.20652E+00
 3.73030E+00 3.20638E+00
 3.73254E+00 3.20628E+00
 3.73477E+00 3.20623E+00
 3.73700E+00 3.20621E+00
 3.73924E+00 3.20623E+00
 3.74147E+00 3.20628E+00
 3.74370E+00 3.20638E+00
 3.74593E+00 3.20652E+00
 3.74816E+00 3.20669E+00
 3.75039E+00 3.20691E+00
 3.75261E+00 3.20716E+00
 3.75482E+00 3.20745E+00
 3.75703E+00 3.20778E+00
 3.75923E+00 3.20815E+00
 3.76143E+00 3.20856E+00
 3.76362E+00 3.20900E+00
 3.76580E+00 3.20949E+00

 3.52121E+00 2.83910E+00
 3.52009E+00 2.84662E+00
 3.51883E+00 2.85413E+00
 3.51744E+00 2.86161E+00
 3.51593E+00 2.86906E+00
 3.51428E+00 2.87649E+00
 3.51250E+00 2.88389E+00
 3.51060E+00 2.89125E+00
 3.50857E+00 2.89859E+00
 3.50641E+00 2.90588E+00
 3.50412E+00 2.91314E+00
 3.50170E+00 2.92035E+00
 3.49916E+00 2.92752E+00
 3.49650E+00 2.93465E+00
 3.49371E+00 2.94173E+00
 3.49080E+00 2.94876E+00
 3.48777E+00 2.95573E+00
 3.48461E+00 2.96266E+00
 3.48134E+00 2.96952E+00
 3.47794E+00 2.97633E+00
 3.47443E+00 2.98308E+00
 3.47080E+00 2.98976E+00
 3.46705E+00 2.99639E+00
 3.46319E+00 3.00294E+00
 3.45922E+00 3.00943E+00
 3.45513E+00 3.01584E+00
 3.45093E+00 3.02219E+00
 3.44662E+00 3.02846E+00
 3.44220E+00 3.03465E+00
 3.43768E+00 3.04077E+00
 3.43304E+00 3.04680E+00
 3.42831E+00 3.05276E+00
 3.42347E+00 3.05863E+00
 3.41853E+00 3.06441E+00
 3.41349E+00 3.07011E+00
 3.40835E+00 3.07572E+00
 3.40311E+00 3.08124E+00
 3.39778E+00 3.08667E+00
 3.39235E+00 3.09200E+00
 3.38683E+00 3.09724E+00
 3.38122E+00 3.10238E+00
 3.37553E+00 3.10742E+00
 3.36974E+00 3.11236E+00
 3.36387E+00 3.11720E+00
 3.35792E+00 3.12193E+00
 3.35188E+00 3.12656E+00
 3.34576E+00 3.13109E+00
 3.33957E+00 3.13551E+00
 3.33330E+00 3.13982E+00
 3.32696E+00 3.14402E+00
 3.32054E+00 3.14810E+00
 3.31405E+00 3.15208E+00
 3.30750E+00 3.15594E+00
 3.30088E+00 3.15969E+00
 3.29419E+00 3.16332E+00
 3.28744E+00 3.16683E+00
 3.28063E+00 3.17022E+00
 3.27377E+00 3.17350E+00
 3.26684E+00 3.17665E+00
 3.25987E+00 3.17969E+00
 3.25284E+00 3.18260E+00
 3.24576E+00 3.18539E+00
 3.23863E+00 3.18805E+00
 3.23146E+00 3.19059E+00
 3.22425E+00 3.19301E+00
 3.21699E+00 3.19529E+00
 3.20970E+00 3.19745E+00
 3.20237E+00 3.19949E+00
 3.19500E+00 3.20139E+00
 3.18760E+00 3.20317E+00
 3.18018E+00 3.20481E+00
 3.17272E+00 3.20633E+00
 3.16524E+00 3.20772E+00
 3.15774E+00 3.20897E+00
 3.15021E+00 3.21010E+00
 3.14267E+00 3.21109E+00
 3.13511E+00 3.21195E+00
 3.12754E+00 3.21268E+00
 3.11995E+00 3.21328E+00
 3.11236E+00 3.21374E+00
 3.10476E+00 3.21407E+00
 3.09715E+00 3.21427E+00
 3.08955E+00 3.21434E+00
 3.08194E+00 3.21427E+00
 3.07433E+00 3.21407E+00

 3.55326E+00 3.35293E+00
 3.54881E+00 3.35833E+00
 3.54427E+00 3.36365E+00
 3.53963E+00 3.36889E+00
 3.53490E+00 3.37405E+00
 3.53008E+00 3.37913E+00
 3.52518E+00 3.38412E+00
 3.52019E+00 3.38903E+00
 3.51511E+00 3.39385E+00
 3.50995E+00 3.39857E+00
 3.50471E+00 3.40321E+00
 3.49939E+00 3.40776E+00
 3.49399E+00 3.41221E+00
 3.48851E+00 3.41657E+00
 3.48296E+00 3.42083E+00
 3.47733E+00 3.42499E+00
 3.47163E+00 3.42905E+00
 3.46586E+00 3.43302E+00
 3.46003E+00 3.43688E+00
