           1        2150   4.250000      0.0000000E+00  0.6827400    
           2        2152   4.250000      0.8647100      0.6860900    
           3        2154   4.250000       1.729410      0.6914100    
           4        2156   4.250000       2.594120      0.6974100    
           5        2158   4.250000       3.458820      0.7037500    
           6        2160   4.250000       4.323530      0.7103300    
           7        2162   4.250000       5.188240      0.7170600    
           8        2164   4.250000       6.052940      0.7238500    
           9        2166   4.250000       6.917650      0.7306700    
          10        2168   4.250000       7.782350      0.7374900    
          11        2170   4.250000       8.647060      0.7442800    
          12        2172   4.250000       9.511760      0.7510300    
          13        2174   4.250000       10.37647      0.7577500    
          14        2176   4.250000       11.24118      0.7644300    
          15        2178   4.250000       12.10588      0.7710800    
          16        2180   4.250000       12.97059      0.7777300    
          17        2182   4.250000       13.83529      0.7844100    
          18        2184   4.250000       14.70000      0.7912500    
          19        2186   4.250000       16.13333      0.8023400    
          20        2188   4.250000       17.56667      0.8127300    
          21        2190   4.250000       19.00000      0.8224800    
          22        2192   4.250000       20.33333      0.8308200    
          23        2194   4.250000       21.66667      0.8384700    
          24        2196   4.250000       23.00000      0.8453500    
          25        2198   4.250000       23.90000      0.8494300    
          26        2200   4.250000       24.80000      0.8525100    
          27        2202   4.250000       25.23333      0.8857200    
          28        2204   4.250000       25.66667      0.9199400    
          29        2206   4.250000       26.10000      0.9579400    
          30        2208   4.250000       27.33333      0.9626200    
          31        2210   4.250000       28.56667      0.9681500    
          32        2212   4.250000       29.80000      0.9737400    
          33        2214   4.250000       31.03333      0.9790500    
          34        2216   4.250000       32.26667      0.9840000    
          35        2218   4.250000       33.50000      0.9885400    
          36        2220   4.250000       34.73333      0.9926700    
          37        2222   4.250000       35.96667      0.9964000    
          38        2224   4.250000       37.20000      0.9997000    
          39        2226   4.250000       38.43333       1.002560    
          40        2228   4.250000       39.66667       1.005040    
          41        2230   4.250000       40.90000       1.007210    
          42        2232   4.250000       42.13333       1.009100    
          43        2234   4.250000       43.36667       1.010740    
          44        2236   4.250000       44.60000       1.012150    
          45        2238   4.250000       46.60000       1.013890    
          46        2240   4.250000       48.10000       1.014700    
          47        2242   4.250000       49.60000       1.015110    
          48        2244   4.250000       51.27143       1.015220    
          49        2246   4.250000       52.94286       1.015050    
          50        2248   4.250000       54.61429       1.014580    
          51        2250   4.250000       56.28571       1.013780    
          52        2252   4.250000       57.95714       1.012630    
          53        2254   4.250000       59.62857       1.011200    
          54        2256   4.250000       61.30000       1.009830    
          55        2300   4.475000      0.0000000E+00  0.6821700    
          56        2302   4.475000      0.8647100      0.6860700    
          57        2304   4.475000       1.729410      0.6915300    
          58        2306   4.475000       2.594120      0.6974900    
          59        2308   4.475000       3.458820      0.7038200    
          60        2310   4.475000       4.323530      0.7103900    
          61        2312   4.475000       5.188240      0.7171000    
          62        2314   4.475000       6.052940      0.7238900    
          63        2316   4.475000       6.917650      0.7307000    
          64        2318   4.475000       7.782350      0.7375100    
          65        2320   4.475000       8.647060      0.7443000    
          66        2322   4.475000       9.511760      0.7510500    
          67        2324   4.475000       10.37647      0.7577700    
          68        2326   4.475000       11.24118      0.7644500    
          69        2328   4.475000       12.10588      0.7711100    
          70        2330   4.475000       12.97059      0.7777600    
          71        2332   4.475000       13.83529      0.7844600    
          72        2334   4.475000       14.70000      0.7912600    
          73        2336   4.475000       16.13333      0.8023100    
          74        2338   4.475000       17.56667      0.8127000    
          75        2340   4.475000       19.00000      0.8224300    
          76        2342   4.475000       20.33333      0.8307700    
          77        2344   4.475000       21.66667      0.8384200    
          78        2346   4.475000       23.00000      0.8452600    
          79        2348   4.475000       23.90000      0.8492800    
          80        2350   4.475000       24.80000      0.8523200    
          81        2352   4.475000       25.23333      0.8856800    
          82        2354   4.475000       25.66667      0.9199400    
          83        2356   4.475000       26.10000      0.9585200    
          84        2358   4.475000       27.33333      0.9628700    
          85        2360   4.475000       28.56667      0.9683000    
          86        2362   4.475000       29.80000      0.9738200    
          87        2364   4.475000       31.03333      0.9791100    
          88        2366   4.475000       32.26667      0.9840400    
          89        2368   4.475000       33.50000      0.9885600    
          90        2370   4.475000       34.73333      0.9926900    
          91        2372   4.475000       35.96667      0.9964100    
          92        2374   4.475000       37.20000      0.9997000    
          93        2376   4.475000       38.43333       1.002560    
          94        2378   4.475000       39.66667       1.005050    
          95        2380   4.475000       40.90000       1.007220    
          96        2382   4.475000       42.13333       1.009110    
